sample,type,setting
Ara-4_50000gen_11337,illumina-PE,sra://SRR2584889
Ara-4_5000gen_2182A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_5000gen_2182A,illumina-PE,sra://SRR2591044
Ara-4_5000gen_2182B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_5000gen_2182B,illumina-PE,sra://SRR2589049
Ara-4_500gen_765A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_500gen_765A,illumina-PE,sra://SRR2584867
Ara-4_500gen_765B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-4_500gen_765B,illumina-PE,sra://SRR2584868
Ara-5_10000gen_4540A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_10000gen_4540A,illumina-PE,sra://SRR2589061
Ara-5_10000gen_4540B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_10000gen_4540B,illumina-PE,sra://SRR2589062
Ara-5_1000gen_968A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_1000gen_968A,illumina-PE,sra://SRR2591046
Ara-5_1000gen_968B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_1000gen_968B,illumina-PE,sra://SRR2584893
Ara-5_15000gen_7181A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_15000gen_7181A,illumina-PE,sra://SRR2591048
Ara-5_15000gen_7181B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_15000gen_7181B,illumina-PE,sra://SRR2591049
Ara-5_1500gen_1072A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_1500gen_1072A,illumina-PE,sra://SRR2584894
Ara-5_1500gen_1072B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_1500gen_1072B,illumina-PE,sra://SRR2589057
Ara-5_20000gen_8597A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_20000gen_8597A,illumina-PE,sra://SRR2584905
Ara-5_20000gen_8597B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_20000gen_8597B,illumina-PE,sra://SRR2589064
Ara-5_2000gen_1168A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_2000gen_1168A,illumina-PE,sra://SRR2589058
Ara-5_2000gen_1168B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_2000gen_1168B,illumina-PE,sra://SRR2589059
Ara-5_30000gen_10404,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_30000gen_10404,illumina-PE,sra://SRR2589065
Ara-5_30000gen_10405,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_30000gen_10405,illumina-PE,sra://SRR2584908
Ara-5_40000gen_10947,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_40000gen_10947,illumina-SE,sra://SRR2085290
Ara-5_40000gen_10948,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_40000gen_10948,illumina-SE,sra://SRR2086039
Ara-5_50000gen_11339,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_50000gen_11339,illumina-SE,sra://SRR2584927
Ara-5_50000gen_11340,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_50000gen_11340,illumina-PE,sra://SRR2589067
Ara-5_5000gen_2183A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_5000gen_2183A,illumina-PE,sra://SRR2584899
Ara-5_5000gen_2183B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_5000gen_2183B,illumina-PE,sra://SRR2584900
Ara-5_500gen_766A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_500gen_766A,illumina-PE,sra://SRR2589054
Ara-5_500gen_766B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-5_500gen_766B,illumina-PE,sra://SRR2589055
Ara-6_10000gen_4541A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_10000gen_4541A,illumina-PE,sra://SRR2591053
Ara-6_10000gen_4541B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_10000gen_4541B,illumina-PE,sra://SRR2591054
Ara-6_1000gen_969A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_1000gen_969A,illumina-PE,sra://SRR2584931
Ara-6_1000gen_969B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_1000gen_969B,illumina-PE,sra://SRR2584932
Ara-6_15000gen_7182A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_15000gen_7182A,illumina-PE,sra://SRR2584942
Ara-6_15000gen_7182B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_15000gen_7182B,illumina-PE,sra://SRR2584943
Ara-6_1500gen_1073A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_1500gen_1073A,illumina-PE,sra://SRR2591051
Ara-6_1500gen_1073B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_1500gen_1073B,illumina-PE,sra://SRR2584934
Ara-6_20000gen_8598A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_20000gen_8598A,illumina-PE,sra://SRR2589074
Ara-6_20000gen_8598B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_20000gen_8598B,illumina-PE,sra://SRR2584978
Ara-6_2000gen_1169A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_2000gen_1169A,illumina-PE,sra://SRR2589071
Ara-6_2000gen_1169B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_2000gen_1169B,illumina-PE,sra://SRR2584936
Ara-6_30000gen_10447,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_30000gen_10447,illumina-PE,sra://SRR2584979
Ara-6_30000gen_10448,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_30000gen_10448,illumina-PE,sra://SRR2589077
Ara-6_40000gen_11005,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_40000gen_11005,illumina-SE,sra://SRR2086041
Ara-6_40000gen_11006,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_40000gen_11006,illumina-SE,sra://SRR2086042
Ara-6_50000gen_11389,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_50000gen_11389,illumina-SE,sra://SRR2584407
Ara-6_50000gen_11390,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_50000gen_11390,illumina-PE,sra://SRR2584406
Ara-6_5000gen_2184A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_5000gen_2184A,illumina-PE,sra://SRR2584938
Ara-6_5000gen_2184B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_5000gen_2184B,illumina-PE,sra://SRR2591052
Ara-6_500gen_767A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_500gen_767A,illumina-PE,sra://SRR2584929
Ara-6_500gen_767B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara-6_500gen_767B,illumina-PE,sra://SRR2589068
